Hansard volume,Rā,Ingoa kaikōrero,Speaker turn,Paragraph number,Te Reo length,Ambiguous length,Other length,Is Māori (%),Kōrero
Vol 539.txt,"TUESDAY, 21 DECEMBER 1993",Mr SPEAKER-ELECT,25,4,42,23,2,95.45454545454545,"Mauria mai te aroha me te mana i waihotia e ratau. No reira tena koutou, tena nga mata waka, koutou
e whakarongo mai na i o koutou kainga, i o koutou marae---ko tenei te mihi te aroha rawa i runga i te
ahuatanga, ki o tatau tini mate. Ko nga mate o ia whanau, o ia hapu, o ia iwi me ki---haere koutou,
haere koutou, haere koutou."
Vol 539.txt,"TUESDAY, 21 DECEMBER 1993",Mr SPEAKER-ELECT,25,5,15,3,1,93.75,"No reira kaua e riri mai---e mutu ake nga korero i konei, tena koutou, tena koutou, tena ano tatau."
Vol 539.txt,"TUESDAY, 21 DECEMBER 1993",Mr SPEAKER-ELECT,25,12,5,0,1,83.33333333333333,Na reira tena ano tatau katoa.
Vol 539.txt,"TUESDAY, 21 DECEMBER 1993",Hon. PAUL EAST (Attorney-General),31,1,16,4,0,100.0," E nga rau rangatira, e nga manu korero, e nga hau e wha, tena
koutou, tena koutou, tena koutou katoa."
Vol 539.txt,"ANSLATION, 21 DECEMBER 1993",Hon. K T WETERE (Western Maori),193,1,51,23,4,92.72727272727273," Tuatahi me mihi atu ki a koe, a, kua eke nei ki runga i te turanga
o te Whare nei. Ahakoa kua mihi atu ki o tatau mema hou, a, hoi ano tenei ra te mihi atu ki a koe, a,
whai atu ki nga iwi o te Tai Tokerau na ratau i whakaarohia ai te kaupapa e pa ana ki te Tiriti o Waitangi
i te Pepuere i mahue ake nei. No reira kati mo tena wahanga."
Vol 539.txt,"TUESDAY, 15 MARCH 1994",TAU HENARE (Northern Maori),151,1,48,11,0,100.0," Te mea tuatahi---ngā wehi ki te Atua ko ia te timatanga
me te whakamutunga. Kei a koutou ngā mōrehu o ngā aitua, tēnā koutou katoa. Kei ā koutou ngā morehu o Te Waipounamu, tēnā koutou. Kei ā koutou nga mema o Te Tai Rāwhiti, kei a koe te rangatira mō tō turu i roto i tēnei Whare, tēnā koe."
Vol 539.txt,"TUESDAY, 15 MARCH 1994",TAU HENARE,153,1,16,9,0,100.0," Kei a koe e te matua Koro, ka nui te mihi me te aroha ki a koe me ō
whanaunga o te rohe o Tainui."
Vol 539.txt,"TUESDAY, 15 MARCH 1994",TONY RYALL (Eastern Bay of Plenty),214,1,36,15,6,85.71428571428571," E te rangatira, Mr Speaker. Te Arawa karanga. Te Tai Rawhiti karanga. Tēnei te whakamihi a Mātaatua, me ngā hau
e whā ki a koe, Mr Speaker. Kia ora rawa atu. Haere ngā mate haere ka huri ki a
tātau, tēnā koe, tēnā koe, tēna tātau katoa. He iwi kotahi tātau. Mr Speaker, kia ora rawa atu."
Vol 539.txt,"WEDNESDAY, 16 MARCH 1994",CHRIS CARTER (Te Atatu),225,1,11,3,0,100.0," Ko te mea tuatahi, kei te mihi atu ahau ki a koe, te rangatira."
Vol 539.txt,"WEDNESDAY, 16 MARCH 1994",Mr SPEAKER,226,1,2,0,0,100.0, Tenā koe.
Vol 539.txt,"WEDNESDAY, 16 MARCH 1994",CHRIS CARTER,227,1,38,11,0,100.0," Mō te whiwhinga i te tūnga tinō motuhake e pupuri
nei a koe i tēnei wā. Kei te mōhio ahau kei a koe te mana me te kaha
ki te whakahaere i tēnei tūnga he hōnore tino nui mōu
mo te tangata whenua o tēnei whenua hoki. Tēnā koe!"
Vol 539.txt,"WEDNESDAY, 16 MARCH 1994",CHRIS CARTER,229,58,3,3,0,100.0,"Kia Kaha, Kia Toa, Kia Manawanui."
Vol 539.txt,"THURSDAY, 17 MARCH 1994",JUDITH TIZARD (Panmure),163,1,11,2,0,100.0," E ngā iwi o te motu, tēnā koutou, tenā koutou, tēnā koutou katoa."
Vol 539.txt,"THURSDAY, 17 MARCH 1994",MARK BURTON (Tongariro),192,1,31,8,9,77.5," Karanga mai, mihi mai. Te Whare e tū nei, tēna koe. Tēnā koutou ngā mate, haere, haere, haere. Nga mihi ki te tangata whenua, te hunga ora; tēnā koutou, talofa lava, kia
orana, malo e lelei, ni sa bula vinaka, fakaalofa atu, tēnā koutou, kia ora tatau
katoa."
Vol 539.txt,"THURSDAY, 17 MARCH 1994",SANDRA LEE (Auckland Central),200,1,4,1,2,66.66666666666667," Mr Speaker, ngā mihi nui kia koe."
Vol 539.txt,"THURSDAY, 17 MARCH 1994",The New Scientist went on to state,203,42,25,10,1,96.15384615384616,"Nō reira, ko Aoraki te maunga, ko Takitimu te waka, ko Arahura te awa, ko Poutini te
taniwha, ko Tuhuru te tangata, ko Poutini Kai Tahu te hapu, ko Kai Tahu te iwi. He Maori ahau."
Vol 539.txt,"TUESDAY, 22 MARCH 1994",MARTIN GALLAGHER (Hamilton West),234,1,23,2,0,100.0," Tēnā koe te Whare e tū nei,
tēnā koe. Ngā mate haere, haere, haere. Mema Paremata, tenā koutou, tēnā koutu, tēnā koutou,
tēnā koutou katoa."
Vol 539.txt,"TUESDAY, 22 MARCH 1994","New Zealand to be a better place to live.
JANET MACKEY (Gisborne)",274,1,44,16,0,100.0," He korōria, he hōnore, he maunga rongo. Tenei ka maharatia te hunga kua moe. Moe mai, moe mai i te moenga roa. Ki aku oku hoa rangatira o Te Tai Rāwhiti, tēnā hoki tatau, kua tae nei ki te tautoko. Ki ngā mātāmua o te Whare
tēnei te mihi ake nei. Ki te Whare nui tonu kia ora tātau katoa."
Vol 539.txt,"TUESDAY, 22 MARCH 1994","New Zealand to be a better place to live.
JANET MACKEY (Gisborne)",274,58,17,2,14,54.83870967741935,"Ehara taku toa i te toa taki tahi; ēngari e toa taki tēne---my strength lies not in
my individuality; my strength lies in all of us. Tēnā koutou, tēna koutou, tēnā koutou katoa."
Vol 539.txt,"THURSDAY, 24 MARCH 1994",RUTH DYSON (Lyttelton),296,1,23,7,0,100.0," Ko te mea tuatahi, kei te mihi atu ahau ki a koe, te rangatira, mō
te whiwhinga i te tūnga tino motuhake e pupuri nei e koe i tēnei wā."
Vol 539.txt,"THURSDAY, 24 MARCH 1994",RUTH DYSON (Lyttelton),296,2,25,7,0,100.0,"Kei te mihi ahau ki a koe te mana me te kaha ki te whakahaere i tēnei tūnga. He
honore nui tēnei mō te tangata whenua o tēnei whenua hoki. Tenā koe."
Vol 539.txt,"THURSDAY, 24 MARCH 1994",JILL PETTIS (Wanganui),297,1,3,0,0,100.0, Tena koutou katoa.
Vol 539.txt,"TUESDAY, 29 MARCH 1994",Rt Hon. J B BOLGER,6,4,7,4,0,100.0,E Whina moe mai i te ringa kaha o Te Ariki.
Vol 539.txt,"TUESDAY, 29 MARCH 1994",Hon. WINSTON PETERS (Tauranga),8,1,22,9,0,100.0," E te taonga o te motu takoto mai i runga i te atamira o o mātua tūpuna. He tipuna whakahirahira, he tupuna o te ao marama nō reira haere, haere, haere."
Vol 539.txt,"TUESDAY, 29 MARCH 1994",Hon. WINSTON PETERS (Tauranga),8,15,11,1,0,100.0,"E te whaea, haere atu rā, haere atu rā, haere atu rā."
Vol 539.txt,"TUESDAY, 29 MARCH 1994",Hon. K T WETERE (Western Maori),10,1,23,10,0,100.0," Kāti ko te mea tuatahi anō---me wehi ki te
Atua me whakahōnore ki tō tātau Ariki e noho mai rā i
runga anō i te ahurewa tapu o tōna pāpa me ōna tipuna."
Vol 539.txt,"TUESDAY, 29 MARCH 1994",Hon. K T WETERE (Western Maori),10,2,276,104,3,98.9247311827957,"Tēnei rā te mihi atu ki Te Whare i hoatu i tēnei hāora hei
poroporoaki ki te Whaea o te Motu, a Whina. Nō reira e Kui, takoto mai i runga i to marae. Takoto mai i runga i te papa i waihotia ai e ō mātua, e o tūpuna. Whai muri atu i a rātau. Tēnei rā te
mihi atu ki a koe e Tau, e Winitana ngā uri o Te Taitokerau me ki ngā mokopuna
o tō tātau Whaea Ariki. Kāti, ahakoa i mihingia ai e Ngapuhi inanahi nei, e aku mātua me tō mātau Ariki Te Ata-I-Rangi-Kaahu, tēnei te tū atu ki te mihi atu i ngā mihi i
mihia ai e te motu, e ngā reo, e ngā mana, e ngā waka mai ano i tērā rangi tae noa mai ki tēnei rangi huri atu, ki te Taite ka tukuna atu koe ki roto i te kōpu-o-te-whenua. E tautoko ana ngā
mihi kua mihia atu nei e te Hōnore Pirimia me taku rangatira tuahine, te apitihanga me aku rangatira i kōrero i mua ake i ahau. Kua kōrerotia te
kōrero, kua whakatakotoria e ia te kaupapa i wānangatia e ia, me ki mai ra anō i ōna mātua, a Tau Hēnare wā,
a Pita Paikea mā, hoki atu ki a Tā Apirana mā, ki Tā Maui Pōmare, ki Te Rangi Hiroa rātau ō mātau matua i whakatakoto ai te kaupapa, otirā, te ture i roto i te Whare nei, hei aha? Hei
hanga kaupapa, hei oranga tinana, hei oranga wairua mō te iwi me ā maua mokopuna, tamariki puta noa. Me ki koia nei ngā kaupapa e korerohia nei e tātau i tēnei rā, i whāia ai e te Kuia
rā---tika tonu! Tērā hanga o te kaupapa mō te whenua,
mō te whiwhi whare, mō te manaaki tamariki, mō te hauora, erā tū āhua katoa---e kore nei e tāea e tatau ki te whakahē i ngā kōrero, i ngā kaupapa i
whāia ai e ia atu i te rangi nei. Nō reira ka tū tautoko atu ki te mihi
atu ki ngā mihi kua mihia atu nei ki a koe e te Pirimia, ā, ki a tātau
katoa e tau nei. Nō reira tēnā koutou, tēnā
koutou, moe mai i roto i te moenga roa o ō mātua tūpuna."
Vol 539.txt,"TUESDAY, 29 MARCH 1994",Hon. K T WETERE (Western Maori),10,11,6,3,0,100.0,"Haere e Kui, haere, haere ki o tāua mātua."
Vol 539.txt,"TUESDAY, 29 MARCH 1994",TAU HENARE (Northern Maori),11,1,75,32,0,100.0," Te mea tuatahi, ka wehi ki te Atua koia te timatanga me te
whakamutunga. Kai a koe te rangatira o tēnei Whare, tēnā koe i roto
i ngā rā pōuritanga o te motu. Kai a koe e Koro, tō mihi ki
ahau, ki a mātau i te rā pōuritanga o te motu. Nō reira ki
a koe, ki a kōrua e ngā mema Māori o tēnei Whare tenā koutou, tēnā koutou katoa. Te mea tuarua he mihi aroha
ki te whānau pani o tā tātau kuia, a Whina, e takoto mai rā
i Pangarū. Nō reira ki a koe e kui, takoto mai, takoto mai, takoto mai."
Vol 539.txt,"TUESDAY, 29 MARCH 1994",TAU HENARE (Northern Maori),11,12,23,7,0,100.0,"E te kuia, e te kuia o te motu, e te kuia o Ngāpuhi, kei a koe te tōtara nui o te
Wao Nui-ā-Tāne, tēnā koe, tēnā
koe, tēnā koe."
Vol 540.txt,"TUESDAY, 24 MAY 1994",Hon. Mrs T W M TIRIKATENE-SULLIVAN (Southern Maori),285,1,18,5,0,100.0," Te tika tēnei tōku
turanga tuatahi i mua i tōu aroaro, i tōu tūranga teitei nō
reira tēnei toku mihi ki a koe."
Vol 540.txt,"TUESDAY, 24 MAY 1994",Mr SPEAKER,286,1,2,2,0,100.0, Kia ora rawa atu.
Vol 540.txt,"TUESDAY, 24 MAY 1994",Mr SPEAKER,286,2,13,6,0,100.0,Kāore au e tautoko i tēnei kaupapa nō te mea kāore o tātau iwi e hiāhia i tēnei kaupapa.
Vol 540.txt,"WEDNESDAY, 25 MAY 1994",Tony Ryall,372,1,1,0,0,100.0, Onehunga.
Vol 540.txt,"WEDNESDAY, 1 JUNE 1994",Tony Ryall,192,1,1,0,0,100.0, Tau-ma-ru-nui.
Vol 541.txt,"WEDNESDAY, 22 JUNE 1994",Hon. K T WETERE,284,1,15,5,0,100.0," Kei te pai. Heoi anō māu rā e whakarongo kia
mōhio ai ēna i tō tātau reo rangatira. Kia ora."
Vol 541.txt,"WEDNESDAY, 22 JUNE 1994",Hon. K T WETERE,284,2,40,15,0,100.0,"Koinei rā te Pire i whakamenamana i tēnei wā e taku rangatira kia
mōhio ai te Whare he aha ngā āhuatanga. Nā reira, e
tautoko ana. Kāore he awangawanga ki te Kawanatanga ki a mātau i tenei wā---pērā te mahi o te komiti mai anō i te
tīmatanga, ā, tae noa mai ki tēnei hāora."
Vol 541.txt,"WEDNESDAY, 22 JUNE 1994",Hon. K T WETERE (Western Maori),21,20,155,49,15,91.17647058823529,"It would be wrong if I were not to say this in our language:
Tēnei rā te mihi atu ki te Minita nāna kē te Pire ahakoa
kei te ngaro tonu te hinengaro te hā pea o te Pire nei. Koia nei rā pea te korero mā tātau i tēnei wā. Kua ngaro ra te wairua
e kitea nei tātau i nga tuhituhinga kua whakatakotohia nei i mua i te aroaro o te Whare i
tēnei wā. Kāre i reira te wairua o te hinengaro Māori ranei---ahakoa ko wai. E kī ana mehemea ka titiro tātau ki te kaupapa
he anga atu, hoi anō, ki mua ki a tātau i tēnei wā, engari
kāre e taea e tētahi o tātau kia kī ai, anei kē
ngā taonga, ngā tikanga, ngā kaupapa a Koro mā, a kui
mā. Koirā kē te kaupapa hei whai atu mā tātau,
nā te mea koi nei ngā kōrero e kōrerohia nei e tatau mai anō i te wā. Engari kia tae mai kia whakahainatia i roto i te
ture---kāhore kē. Hoi anō ka whakatakotohia ai tētehi
kaupapa, hoi anō hei whakaaro mā tātau. Engari ko te wahi e mahue atu ana, ki tōku whakaaro i tēnei wā---ko te
hinengaro, ko te wairua, ko te hā o ngā taonga a koro mā, a kui ma."
Vol 541.txt,"WEDNESDAY, 22 JUNE 1994",Mr SPEAKER,22,1,9,1,0,100.0, Kaua e riri mai engari kua pau te tāima māu.
Vol 541.txt,"WEDNESDAY, 22 JUNE 1994",Hon. K T WETERE,283,1,15,5,0,100.0," Kei te pai. Heoi anō māu rā e whakarongo kia
mōhio ai ēna i tō tātau reo rangatira. Kia ora."
Vol 541.txt,"WEDNESDAY, 22 JUNE 1994",Hon. K T WETERE,283,2,40,15,0,100.0,"Koinei rā te Pire i whakamenamana i tēnei wā e taku rangatira kia
mōhio ai te Whare he aha ngā āhuatanga. Nā reira, e
tautoko ana. Kāore he awangawanga ki te Kawanatanga ki a mātau i tenei wā---pērā te mahi o te komiti mai anō i te
tīmatanga, ā, tae noa mai ki tēnei hāora."
Vol 541.txt,"WEDNESDAY, 22 JUNE 1994",Hon. K T WETERE (Western Maori),21,20,155,49,15,91.17647058823529,"It would be wrong if I were not to say this in our language:
Tēnei rā te mihi atu ki te Minita nāna kē te Pire ahakoa
kei te ngaro tonu te hinengaro te hā pea o te Pire nei. Koia nei rā pea te korero mā tātau i tēnei wā. Kua ngaro ra te wairua
e kitea nei tātau i nga tuhituhinga kua whakatakotohia nei i mua i te aroaro o te Whare i
tēnei wā. Kāre i reira te wairua o te hinengaro Māori ranei---ahakoa ko wai. E kī ana mehemea ka titiro tātau ki te kaupapa
he anga atu, hoi anō, ki mua ki a tātau i tēnei wā, engari
kāre e taea e tētahi o tātau kia kī ai, anei kē
ngā taonga, ngā tikanga, ngā kaupapa a Koro mā, a kui
mā. Koirā kē te kaupapa hei whai atu mā tātau,
nā te mea koi nei ngā kōrero e kōrerohia nei e tatau mai anō i te wā. Engari kia tae mai kia whakahainatia i roto i te
ture---kāhore kē. Hoi anō ka whakatakotohia ai tētehi
kaupapa, hoi anō hei whakaaro mā tātau. Engari ko te wahi e mahue atu ana, ki tōku whakaaro i tēnei wā---ko te
hinengaro, ko te wairua, ko te hā o ngā taonga a koro mā, a kui ma."
Vol 541.txt,"WEDNESDAY, 22 JUNE 1994",Mr SPEAKER,22,1,9,1,0,100.0, Kaua e riri mai engari kua pau te tāima māu.
Vol 541.txt,"THURSDAY, 14 JULY 1994",Hon. K T Wetere,182,1,2,0,0,100.0, Ngati Tuwharetoa.
Vol 542.txt,"THURSDAY, 1 SEPTEMBER 1994",Hon. Roger F H Maxwell,296,1,1,0,0,100.0, Taranaki.
Vol 545.txt,"TUESDAY, 29 NOVEMBER 1994",Hon. John Banks,45,1,2,0,1,66.66666666666667, Tu Whare Toa.
Vol 545.txt,"TUESDAY, 6 DECEMBER 1994",,1,2,2,0,0,100.0,Nga Inoi.
Vol 545.txt,"THURSDAY, 8 DECEMBER 1994",Hon. K T WETERE (Western Maori),87,2,138,47,1,99.28057553956835,"ā, hoi anō, e inoi atu nei ki a koe kei te rangatira, ēhara i te mea
kei te kume koe i ngā kōrero o ō tātau mātua,
o ō tāua tūpuna, kāore. Engari koia nei pea te wa hei whakaatu atu ki a Tauiwi---anei kē ngā whakaaro i korerohia ai e ō tātau mātua, e ō tātau
tipuna i te wā i haere ō tātau mātua ki Tāwahi ki te aha---ki te kōrero ai mō te Tiriti o Waitangi. Kāre he
kaupapa i tua atu i tērā pea i hē ai te motu nei, ā, ngai taua te iwi mai i Te Rerenga Wairua puta atu ki Te Waipounamu, ki Whare Kauri anō
hoki---ko taua kōrero rā rā kua kōrerohia e te iwi---e
tauwhanga mai rātau ki waho rā rā kōrero, ā,
mā te Kāwanatanga kōrero, ā, mā te Kawanatanga me rātau ngā kaupapa kua whakakorehia nei e ratau i tēnei rā. Nā, ko tāku inoi atu ki a koe kai te
hoa e Tau---e kōrero tātau me whakaae tonu pea ki te mōtini---kia
taea e tātau te kōrero tēnei kaupapa nui. Kia ora tātau."
Vol 545.txt,"THURSDAY, 8 DECEMBER 1994",John Carter,372,1,1,0,0,100.0, Timaru.
Vol 545.txt,"THURSDAY, 8 DECEMBER 1994",Hon. Jim Sutton,374,1,1,0,0,100.0, Waitaki.
Vol 546.txt,"TUESDAY, 28 FEBRUARY 1995",Hon. K T WETERE,190,1,12,1,0,100.0," Aā, kia mutu rAā anAō ngAā kAōrero - kei te kAāinga tohu ngAā kAōrero."
Vol 546.txt,"TUESDAY, 28 FEBRUARY 1995",Hon. Mrs T W M TIRIKATENE-SULLIVAN (Southern Maori),207,1,80,33,0,100.0," Ko te mea tuatahi tAēnei mihi ki a koe e
te HautAū o tAēnei Whare. Ko tAēnei te tau o te reo MAāori, ko tAōku hiahia e kAōrero, e
waiata, tenei tauparapara. Ko tAēnei te pao o Pani te whAāea o TahupAōtiki Wiremu Ratana:
``Tomokia e Wiremu te Whare o te tipua, o KAīngi HAōri, te mokopuna a WAīki TAōria. NAāna i
tukua mai te Tiriti o Waitangi, te mana motuhake o te iwi MAāori, e kAōpehua nei nAā mema
tawhito o te TAōminia o Niu Tireni---aue!---ka heke te whenua, ka ngaro taku mana ki te PAō Uriuri,
ki te PAō Tangotango, ki te Ana Raiona, e tuhera rAā i PAōneke e."
Vol 546.txt,"WEDNESDAY, 1 MARCH 1995",Hon. WYATT CREECH,230,1,1,0,0,100.0, Tarawera.
Vol 547.txt,"TUESDAY, 30 MAY 1995",Mr Max Bradford,263,1,1,0,0,100.0, Rotorua.
Vol 548.txt,"WEDNESDAY, 14 JUNE 1995",Hon. Mrs T W M TIRIKATENE-SULLIVAN (Southern Maori),176,1,30,15,15,66.66666666666667," I want, first of all, to pay a tribute to my
colleague the member for Western Maori. TAēnei ahau i nAāianei e te hoa, e Koro, e mihi atu ki a
koe---i ngAā tau o tAō tAūranga te mema mAō Te Tai HauAāuru, Aā, me te Minita MAāori--kei te ora tAātau iwi nAō reira tAēnei taku mihi ki a koe."
Vol 548.txt,"THURSDAY, 15 JUNE 1995",Hon. K T WETERE (Western Maori),171,1,37,11,0,100.0," Aā kAāti, ko te mea tuatahi anAō---kei te mihi atu ki te iwi o
ngAā hau e whAā o te motu---kua mihi nei ki a au i nanahi nei, i tAēnei rAā, Aā, tatAū iho nei ki
te Whare nei---Aā koutou katoa---tAēnAā koutou, tAēnAā koutou, tAēnAā tAātau katoa."
Vol 548.txt,"THURSDAY, 15 JUNE 1995",PAULINE GARDINER,197,6,6,3,2,75.0,".]
He mentioned before: Ka pAū te ruha ka hao te rangatahi."
Vol 549.txt,"TUESDAY, 1 AUGUST 1995",Eric Roy,186,1,1,0,0,100.0, Awarua.
Vol 549.txt,"TUESDAY, 1 AUGUST 1995",Hon. Jenny Shipley,188,1,1,0,0,100.0, Rakaia.
Vol 549.txt,"TUESDAY, 1 AUGUST 1995",Mr SPEAKER,229,1,77,24,2,97.46835443037975," NAō reira e rau rangatira mAā, ehara tAēnei i te whaikAōrero he whakamAārama
e pAā ana ki te whakahaere o ngAā kAōrero mAō tAēnei pAō. Kei te tAū mai Aā tAātau
manuhiri tuAārangi o Tainui waka i waho i te Whare. Ko tAā rAātau hiahia he karanga atu ki te
Minita kia tAū, kia tAīmata te kAōrero. Ka pai tAērAā. Ko te mea tuarua, mAā te mema o te Tai
HauAāuru, mAāna hei whakahoki, i muri atu mAā tAātau e tautoko te kAōrero. NAō reira engari e kui mAā, hAōmai tAētahi o ngAā waiata tawhito - kaua e whiu atu e ngAā ``pop songs''."
Vol 549.txt,"TUESDAY, 1 AUGUST 1995",Mr SPEAKER,229,2,91,22,0,100.0,"ArAā koutou o Tainui waka, Tainui whAānui tonu, kaua e riri mai engari e tAū ana tAēnei i raro
i te tikanga PAākehAā. Engari, tAēnAā rAā koutou ko te tAū mai hei tautoko i te kaupapa, hei
whakarangatira i a mAātau i roto i te Whare PAāremata. TAēnAā anAō hoki koutou me te
mokopuna o te motu e noho mai rAā i runga i te ahurewa tapu o Aōna mAātua, Aōna tAīpuna
hoki. TAēnAā anAō koutou me Aō tAātau tini aituAā - nAā, rAātau kua whetAūrangitia i
runga i Aō tAātau marae maha puta noa te motu - me kAī, haere koutou, haere koutou, haere
koutou. NAō reira, tAēnAā koutou, tAēnAā koutou, tAēnAā anAō tAātau."
Vol 549.txt,"TUESDAY, 1 AUGUST 1995",Mr SPEAKER,229,4,3,2,0,100.0,E kui kei a koe.
Vol 549.txt,"TUESDAY, 1 AUGUST 1995",Hon. K T WETERE (Western Maori),232,1,97,27,1,98.9795918367347," Aā, kAāti ko te mea tuatahi me wehi ki te Atua, me
whakahAōnore ki tAō tAātau Ariki e noho mai rAā i runga i te ahurewa tapu rAā o tAōna
pAāpAā me Aōna tAūpuna, ki tana hoa rangatira, ki Aā rAāua tamariki, ki Aā rAāua
mokopuna, Aā, tatAū iho ki tana pAāpAā, e Te Mata e noho koe i roto i te Whare nei i tAēnei po,
tAēnAā koe, otirAā, ki te KAāhui Ariki nui tonu---tAēnAā koutou katoa. Ki te tumuaki, kei taku
rangatira---tAēnAā koe! Ki ngAā mAātua, ki ngAā tAūpuna, ngAā tuAāhine, tuAākana,
karanga maha, tAēnAā koutou, tAēnAā koutou, tAēnAā koutou! E te Kotahi, e Hare, koutou
ngAā mema o te Poari, tAēnAā koutou, tAēnAā koutou, tAēnAā koutou! NAā koutou rAā te
mahi nui."
Vol 549.txt,"TUESDAY, 1 AUGUST 1995",Hon. K T WETERE (Western Maori),232,2,206,101,1,99.51690821256038,"Ka titiro atu ki a koutou, ka hoki tonu i ngAā a whakaaro ki te wAā i Aō tAāua mAātua e whAāia
nei e te kaupapa nei ki roto i te Whare nei, Aā, ki tawAāhi anAō hoki, ka hui tonu mai ki a koutou i
tAēnei wAā. No reira, tAēnei rAā te mihi atu ki a koutou---tAēnAā koutou, tAēnAā koutou,
tAēnAā koutou! E te Minita---nAāu rAā te mahi nui i tutuki ai te kaupapa i tAēnei pAō ahakoa i
tAīmatahia ai i te tau 1992, nAāu me tAō KAāwana me te Pirimia, i tutuki ai te kaupapa. Ka mihi
tonu atu ki a koe, ki a koutou katoa, otirAā, ki te Whare e tau nei i roto i tAēnei pAō. E kore anAō
e mutu ngAā mihi ki Aōku mAātua, ki a koe, ki a koutou, ki tAēnei pAō. NAō reira tAēnAā
koe, tAēnAā koutou, tAēnAā koutou, tAēnAā koutou! E tika tonu---i whakawAātiatia e koutou
te Whare nei kia tae Aā-tinana mai te Poari ki te whakamAārama atu ki a koutou ngAā Aāhuatanga
e pAā ana ki te raupatu, ngAā pikotanga mai anAō i te 27 o TAīhema i haina ai e koe me te Poari
i te kaupapa i TAūrangawaewae. Tae atu anAō---ki te tau---ki te 22 o Mei i te karaneihana o tAō
tAātau Ariki i reira anAō te Pirimia i tutuki ai te kaupapa nei. Me kAī koia tAēnei te
whakatinanatanga o te kaupapa i whAāiatia e Aō tAātau mAātua, e Aō tAātau tAīpuna i te
wAā. He tika tonu i haere a Tawhiao i te tau 1884---kAāre i tutuki. I haere anAō a Te Rata i te tau
1914, kAāre i tutuki i reira. Ka hoki mai ki tAō tAātau whaea ki a Te Puea i te tau 1946. Ko ia me
Pita PereihAā te Pirimia o tAērAā wAā, i tAīmatahia ki te whakatutuki i te kaupapa nei."
Vol 549.txt,"TUESDAY, 1 AUGUST 1995",Hon. K T WETERE (Western Maori),232,3,74,23,0,100.0,"Engari me kAī i tAēnei rAā, Aā, te 22 o Mei ko te tutukitanga tAēnei o te kaupapa i whAāiatia
ai e Aō taAūa tAīpuna, i kAī ai rAātau, i riro whenua atu me hoki whenua mai. TAēnei rAā te
kaupapa nei e kAōrerohia nei e tAātau i tAēnei pAō. NAō reira kei whea rAā te kAōrero i tua i
tAērAā e te Minita, nAāu i whakatinana, nAā te Whare pea i tAōna wAā ka whakatinana ai te
kaupapa e kAōrerohia nei e tAātau i tAēnei pAō. NAō reira, tAēnAā koe, tAēnAā koutou,
tAēnAā koutou, tAēnAā tAātau katoa."
Vol 549.txt,"TUESDAY, 1 AUGUST 1995",Hon. K T WETERE (Western Maori),232,14,20,9,1,95.23809523809524,"NAō reira, ahakoa Aēnei kAōrero poto ki a tAātau, me kAī, arAā, me tAīkina pea - me tiki
pea te kAōrero ra rAā - PAāora te Apotoro ki te hunga ki Koroniti."
Vol 549.txt,"TUESDAY, 1 AUGUST 1995",Hon. K T WETERE (Western Maori),232,15,16,6,11,59.25925925925926,"
The gospel is taken from a verse from Paul to the Corinthians: ``AnAō te Aāhua reka o te noho
tahitanga o ngAā tAēina me ngAā tuAākana i runga ano i te whakaaro kotahi."
Vol 549.txt,"TUESDAY, 1 AUGUST 1995",Hon. JOHN LUXTON (Minister of Maori Affairs),238,1,31,12,1,96.875," E te Ariki nui, Dame Te Aātairangikaahu me te iwi
o Tainui, naumai. Haere mai ki tAēnei Whare mAō te kaupapa kei mua i a tAātau, Te Pire Whakatau
Raupatu o Waikato - Tainui. Ka mihi ahau ki a koutou - kia ora huihui tAātau katoa!"
Vol 549.txt,"TUESDAY, 1 AUGUST 1995",Hon. Mrs T W M TIRIKATENE-SULLIVAN (Southern Maori),240,1,58,25,0,100.0," Ko te tuatahi, tAēnei au tAētahi o ngAā
mAōkai o te iwi i roto i tAēnei ana raiona e mihi atu ki Te Aātairangikaahu - Te Ariki nui rAāua ko
Whatumoana me Aā rAāua tamariki, Aā rAāua mokopuna hoki, Aā, ki te KAāhui Ariki me te
Poari o Tainui - ki a koe te heamana e noho atu nei, Aā, ki Te Kotahi rAāua ko Reiha me Aā kAōrua
whAānau. TAēnei au te mihi atu ki a koutou, Aā, ki a koutou Tainui whAānui hoki."
Vol 549.txt,"TUESDAY, 1 AUGUST 1995",TAU HENARE (Northern Maori),244,1,54,16,0,100.0," Te mea tuatahi, kia wehi ki te Atua ko ia te tAīmatanga me te
whakamutunga, Aā, kei a koutou ngAā mAōrehu o ngAā aituAā. Me whakahAōnore au i tAō
tAātau Kuini Te Aātairangikaahu me tana hoa tAāne a Whatumoana me tAō rAāua whAānau
te KAāhui Ariki. NAō reira kei a koe e Koro mAō tAō Aāwhina, mAō tAō aroha ki Aō koutou
iwi, tAēnAā koutou, tAēnAā koutou, tAēnAā koutou katoa!"
Vol 549.txt,"TUESDAY, 1 AUGUST 1995",PAULINE GARDINER (Wellington-Karori),245,1,25,4,0,100.0," Ka nui ngAā mihi ki ngAā tangata whenua, naumai, Haere
mai ki te Whare nei i tAēnei pAō. NAō reira tAēnAā koutou, tAēnAā koutou, tAēnAā koutou,
tAēnAā koutou katoa!"
Vol 549.txt,"THURSDAY, 3 AUGUST 1995",Rt Hon. Jonathan Hunt,159,1,1,0,0,100.0, Wairoa.
